NOME,ASSINATURA,GRUPO DE RECURSOS,LOCALIZAÇÃO,STATUS,SISTEMA OPERACIONAL,TAMANHO,ENDEREÇO IP PÚBLICO,DISCOS,ATUALIZAR STATUS,LINK DE RECURSOS
"In-Dungeon","Azure for Students","InDungeon_group","Mexico Central","Interrompido (desalocado)","Windows","Standard_B2as_v2","158.23.16.235","1","{""text"":""Habilitar avaliação periódica"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/07e7d864-e4e7-4ba9-8ecb-b54e2882a9c9/resourcegroups/indungeon_group/providers/microsoft.compute/virtualmachines/in-dungeon""],""source"":""VirtualMachines_BrowseResourceBlade""}}","https://portal.azure.com#resource/subscriptions/07e7d864-e4e7-4ba9-8ecb-b54e2882a9c9/resourceGroups/InDungeon_group/providers/Microsoft.Compute/virtualMachines/In-Dungeon"
