NOME,ASSINATURA,GRUPO DE RECURSOS,LOCALIZAÇÃO,STATUS,SISTEMA OPERACIONAL,TAMANHO,ENDEREÇO IP PÚBLICO,DISCOS,ATUALIZAR STATUS,LINK DE RECURSOS
"mymachine","Azure for Students","myVm_group","Mexico Central","Interrompido (desalocado)","Windows","Standard_B2as_v2","158.23.56.235","1","{""text"":""Habilitar avaliação periódica"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/2c1d860a-7a27-4c32-882e-236329293afe/resourcegroups/myvm_group/providers/microsoft.compute/virtualmachines/mymachine""],""source"":""VirtualMachines_BrowseResourceBlade""}}","https://portal.azure.com#resource/subscriptions/2c1d860a-7a27-4c32-882e-236329293afe/resourceGroups/myVm_group/providers/Microsoft.Compute/virtualMachines/mymachine"
